metabolite	HMDB_ID	reaction	gene	direction
Methylamine	HMDB0000164	N-Desmethylcitalopram + Oxygen + Water → Citalopram aldehyde + Methylamine + Hydrogen peroxide	Maob[Unknown]; Maoa[Unknown]	product
Methylimidazole acetaldehyde	HMDB0004181	1-Methylhistamine + Water + Oxygen → Methylimidazole acetaldehyde + Ammonia + Hydrogen peroxide	Maob[Unknown]; Maoa[Unknown]	product
Methylimidazole acetaldehyde	HMDB0004181	Methylimidazole acetaldehyde + NAD + Water → Methylimidazoleacetic acid + NADH + Hydrogen Ion	Aldh3a1[Unknown]; Aldh1a3[Unknown]; Aldh3b2[Unknown]; Aldh3b3[Unknown]; Aldh3b1[Unknown]	substrate
Methylimidazoleacetic acid	HMDB0002820	Methylimidazole acetaldehyde + NAD + Water → Methylimidazoleacetic acid + NADH + Hydrogen Ion	Aldh3a1[Unknown]; Aldh1a3[Unknown]; Aldh3b2[Unknown]; Aldh3b3[Unknown]; Aldh3b1[Unknown]	product
Methylmalonic acid	HMDB0000202	(S)-Methylmalonic acid semialdehyde + NAD + Water → Methylmalonic acid + NADH + Hydrogen Ion	Aldh9a1[Unknown]; Aldh7a1[Unknown]; Aldh2[Unknown]; Aldh3a2[Unknown]; Aldh1b1[Unknown]	product
Methylmalonic acid	HMDB0000202	Methylmalonic acid + Hydrogen peroxide → (S)-Methylmalonic acid semialdehyde + Oxygen + Water	Aox1[Unknown]	substrate
Methylmalonyl-CoA	HMDB0001269	(S)-Methylmalonic acid semialdehyde + Coenzyme A + NAD → Methylmalonyl-CoA + NADH + Hydrogen Ion	Aldh6a1[Unknown]	product
Methylmalonyl-CoA	HMDB0001269	Methylmalonyl-CoA → S-Methylmalonyl-CoA	Mcee[Enzyme]	substrate
Mevalonic acid	HMDB0000227	Adenosine triphosphate + Mevalonic acid → ADP + Mevalonic acid-5P	Mvk[Enzyme]	substrate
Mevalonic acid	HMDB0000227	Mevalonic acid + Coenzyme A + NADP → 3-Hydroxy-3-methylglutaryl-CoA + NADPH	Hmgcr[Enzyme]	substrate
Mevalonic acid	HMDB0000227	Mevalonic acid + Coenzyme A + NADP → 3-Hydroxy-3-methylglutaryl-CoA + NADPH + Hydrogen Ion	Hmgcr[Enzyme]	substrate
Mevalonic acid-5P	HMDB0001343	Adenosine triphosphate + Mevalonic acid → ADP + Mevalonic acid-5P	Mvk[Enzyme]	product
Mevalonic acid-5P	HMDB0001343	Adenosine triphosphate + Mevalonic acid-5P → ADP + (R)-5-Diphosphomevalonic acid	Pmvk[Enzyme]	substrate
Myristic acid	HMDB0000806	Tetradecanoyl-[acp] + Water → Acyl-carrier protein + Myristic acid	Fasn[Enzyme]; Olah[Enzyme]	product
N(omega)-Hydroxyarginine	HMDB0004224	L-Arginine + Oxygen + NADPH + Hydrogen Ion → N(omega)-Hydroxyarginine + NADP + Water	Nos2[Unknown]; Nos1[Unknown]; Nos3[Unknown]	product
N(omega)-Hydroxyarginine	HMDB0004224	NADPH + N(omega)-Hydroxyarginine + Oxygen + Hydrogen Ion → NADP + Nitric oxide + Citrulline + Water	Nos2[Unknown]; Nos1[Unknown]; Nos3[Unknown]	substrate
N-Acetyl-D-Glucosamine 6-Phosphate	HMDB0001062	Acetyl-CoA + Glucosamine 6-phosphate → Coenzyme A + N-Acetyl-D-Glucosamine 6-Phosphate	Gnpnat1[Enzyme]	product
N-Acetyl-D-Glucosamine 6-Phosphate	HMDB0001062	Adenosine triphosphate + N-Acetyl-D-glucosamine → ADP + N-Acetyl-D-Glucosamine 6-Phosphate	Nagk[Enzyme]	product
N-Acetyl-D-Glucosamine 6-Phosphate	HMDB0001062	N-Acetyl-D-Glucosamine 6-Phosphate + Water → Glucosamine 6-phosphate + Acetic acid	Amdhd2[Enzyme]	substrate
N-Acetyl-D-Glucosamine 6-Phosphate	HMDB0001062	N-Acetyl-D-Glucosamine 6-Phosphate → N-Acetyl-glucosamine 1-phosphate	Pgm3[Unknown]	substrate
N-Acetyl-D-Glucosamine 6-Phosphate	HMDB0001062	N-Acetyl-glucosamine 1-phosphate → N-Acetyl-D-Glucosamine 6-Phosphate	Pgm3[Unknown]	product
N-Acetyl-D-glucosamine	HMDB0000215	 + Water →  + N-Acetyl-D-glucosamine	Naglu[Enzyme]	product
N-Acetyl-D-glucosamine	HMDB0000215	Adenosine triphosphate + N-Acetyl-D-glucosamine → ADP + N-Acetyl-D-Glucosamine 6-Phosphate	Nagk[Enzyme]	substrate
N-Acetyl-D-glucosamine	HMDB0000215	Chitin + Water → N-Acetyl-D-glucosamine + Chitin	Chil5[Enzyme]; Chil6[Enzyme]; Chia1[Enzyme]; Chil4[Enzyme]; Chil3[Enzyme]; Chit1[Enzyme]; Chil1[Unknown]	product
N-Acetyl-D-glucosamine	HMDB0000215	Glycoprotein N-acetyl-D-glucosaminyl-phospho-D-mannose + Water → N-Acetyl-D-glucosamine + glycoprotein phospho-D-mannose	Nagpa[Enzyme]	product
N-Acetyl-D-glucosamine	HMDB0000215	N-Acetyl-D-glucosamine → N-Acetylmannosamine	Renbp[Enzyme]	substrate
N-Acetyl-D-glucosamine	HMDB0000215	Uridine diphosphategalactose + N-Acetyl-D-glucosamine → Uridine 5&#39;-diphosphate + N-Acetyllactosamine	B4galt2[Unknown]; B4galt1[Unknown]; B4galt3[Unknown]; B4galt4[Unknown]	substrate
N-Acetyl-D-mannosamine 6-phosphate	HMDB0001121	Adenosine triphosphate + N-Acetylmannosamine → ADP + N-Acetyl-D-mannosamine 6-phosphate	Gne[Enzyme]	product
N-Acetyl-D-mannosamine 6-phosphate	HMDB0001121	N-Acetylmannosamine + Phosphate → N-Acetyl-D-mannosamine 6-phosphate + Water	Phpt1[Enzyme]; Mtmr1[Unknown]; Mtmr2[Unknown]; Mtmr6[Unknown]; Mtmr7[Unknown]	product
N-Acetyl-D-mannosamine 6-phosphate	HMDB0001121	N-Acetylneuraminic acid 9-phosphate + Phosphate → N-Acetyl-D-mannosamine 6-phosphate + Phosphoenolpyruvic acid + Water	Nans[Enzyme]	product
N-Acetyl-L-aspartic acid	HMDB0000812	Acetyl-CoA + L-Aspartic acid → Coenzyme A + N-Acetyl-L-aspartic acid	Nat8l[Unknown]	product
N-Acetyl-L-aspartic acid	HMDB0000812	Adenosine triphosphate + N-Acetyl-L-aspartic acid + L-Glutamic acid → ADP + Phosphate + N-acetylaspartyl-glutamate	Rimkla[Unknown]; Rimklb[Unknown]	substrate
N-Acetyl-L-aspartic acid	HMDB0000812	N-Acetyl-L-aspartic acid + Water → Acetic acid + L-Aspartic acid	Aspa[Enzyme]; Acy3[Enzyme]	substrate
N-Acetyl-L-glutamic acid	HMDB0001138	Acetyl-CoA + L-Glutamic acid → Coenzyme A + N-Acetyl-L-glutamic acid	Nags[Enzyme]	product
N-Acetyl-glucosamine 1-phosphate	HMDB0001367	N-Acetyl-D-Glucosamine 6-Phosphate → N-Acetyl-glucosamine 1-phosphate	Pgm3[Unknown]	product
N-Acetyl-glucosamine 1-phosphate	HMDB0001367	N-Acetyl-glucosamine 1-phosphate → N-Acetyl-D-Glucosamine 6-Phosphate	Pgm3[Unknown]	substrate
N-Acetyl-glucosamine 1-phosphate	HMDB0001367	Uridine triphosphate + N-Acetyl-glucosamine 1-phosphate → Pyrophosphate + Uridine diphosphate-N-acetylglucosamine	Uap1[Enzyme]; Uap1l1[Unknown]	substrate
N-Acetylgalactosamine	HMDB0000212	 + Water → DWA-2 + N-Acetylgalactosamine	Hyal1[Enzyme]; Spam1[Enzyme]; Hyal5[Enzyme]; Hyal2[Enzyme]	product
N-Acetylmannosamine	HMDB0001129	Adenosine triphosphate + N-Acetylmannosamine → ADP + N-Acetyl-D-mannosamine 6-phosphate	Gne[Enzyme]	substrate
N-Acetylmannosamine	HMDB0001129	N-Acetyl-D-glucosamine → N-Acetylmannosamine	Renbp[Enzyme]	product
N-Acetylmannosamine	HMDB0001129	N-Acetylmannosamine + Phosphate → N-Acetyl-D-mannosamine 6-phosphate + Water	Phpt1[Enzyme]; Mtmr1[Unknown]; Mtmr2[Unknown]; Mtmr6[Unknown]; Mtmr7[Unknown]	substrate
N-Acetylmannosamine	HMDB0001129	N-Acetylneuraminic acid → N-Acetylmannosamine + Pyruvic acid	Npl[Enzyme]	product
N-Acetylmannosamine	HMDB0001129	Phosphoenolpyruvic acid + N-Acetylmannosamine + Water → Phosphate + N-Acetylneuraminic acid	Nans[Enzyme]	substrate
N-Acetylmannosamine	HMDB0001129	Uridine diphosphate-N-acetylglucosamine + Water → N-Acetylmannosamine + Uridine 5&#39;-diphosphate	Gne[Enzyme]	product
N-Acetylneuraminic acid	HMDB0000230	Cytidine triphosphate + N-Acetylneuraminic acid → Pyrophosphate + Cytidine 5&#39;-monophosphate-N-acetylneuraminic acid	Cmas[Enzyme]	substrate
N-Acetylneuraminic acid	HMDB0000230	Galactosylceramide + N-Acetylneuraminic acid → GM4 + Water	Neu2[Enzyme]; Neu4[Enzyme]; Neu1[Enzyme]	substrate
N-Acetylneuraminic acid	HMDB0000230	N-Acetylneuraminic acid 9-phosphate + Water → N-Acetylneuraminic acid + Phosphate	Nanp[Unknown]	product
N-Acetylneuraminic acid	HMDB0000230	N-Acetylneuraminic acid → N-Acetylmannosamine + Pyruvic acid	Npl[Enzyme]	substrate
N-Acetylneuraminic acid	HMDB0000230	N-acetyl-O-acetylneuraminate + Water → N-Acetylneuraminic acid + Acetic acid	Siae[Enzyme]	product
N-Acetylneuraminic acid	HMDB0000230	Phosphoenolpyruvic acid + N-Acetylmannosamine + Water → Phosphate + N-Acetylneuraminic acid	Nans[Enzyme]	product
N-Acetylputrescine	HMDB0002064	Acetyl-CoA + Putrescine → Coenzyme A + N-Acetylputrescine	Sat2[Enzyme]; Sat1[Enzyme]	product
N-Acetylputrescine	HMDB0002064	N-Acetylputrescine + Water + Oxygen → N4-Acetylaminobutanal + Ammonia + Hydrogen peroxide	Maob[Unknown]; Maoa[Unknown]	substrate
N-Acetylserotonin	HMDB0001238	Acetyl-CoA + Serotonin → Coenzyme A + N-Acetylserotonin	Aanat[Enzyme]	product
N-Acetylserotonin	HMDB0001238	S-Adenosylmethionine + N-Acetylserotonin → S-Adenosylhomocysteine + Melatonin	Asmt[Unknown]	substrate
N-Methylputrescine	HMDB0003661	N-Methylputrescine + Oxygen + Hydrogen Ion → 1-Methylpyrrolinium + Hydrogen peroxide + Ammonia	Aoc3[Unknown]; Aoc2[Unknown]	substrate
N-Methylserotonin	HMDB0004369	S-Adenosylmethionine + Serotonin → S-Adenosylhomocysteine + N-Methylserotonin	Inmt[Unknown]	product
N-Methyltyramine	HMDB0003633	N-Methyltyramine + S-Adenosylmethionine → Hordenine + S-Adenosylhomocysteine	Hemk1[Unknown]; Mettl2[Unknown]; Mettl6[Unknown]	substrate
N1,N12-Diacetylspermine	HMDB0002172	N1,N12-Diacetylspermine + Oxygen + Water → N1-Acetylspermidine + 3-Acetamidobutanal + Hydrogen peroxide	Paox[Unknown]	substrate
N1-Acetylspermidine	HMDB0001276	N1,N12-Diacetylspermine + Oxygen + Water → N1-Acetylspermidine + 3-Acetamidobutanal + Hydrogen peroxide	Paox[Unknown]	product
N1-Acetylspermidine	HMDB0001276	N1-Acetylspermidine + Oxygen + Water → Putrescine + Acetamidopropanal + Hydrogen peroxide	Paox[Unknown]	substrate
N1-Acetylspermine	HMDB0001186	N1-Acetylspermine + Oxygen + Water → Spermidine + Acetamidopropanal + Hydrogen peroxide	Paox[Unknown]	substrate
N2-Acetylornithine	HMDB0003357	N2-Acetylornithine + Water → Acetic acid + Ornithine	Acy1[Unknown]	substrate
N4-Acetylaminobutanal	HMDB0004226	N-Acetylputrescine + Water + Oxygen → N4-Acetylaminobutanal + Ammonia + Hydrogen peroxide	Maob[Unknown]; Maoa[Unknown]	product
N4-Acetylaminobutanal	HMDB0004226	N4-Acetylaminobutanal + NAD + Water → 4-Acetamidobutanoic acid + NADH + Hydrogen Ion	Aldh9a1[Unknown]; Aldh7a1[Unknown]; Aldh2[Unknown]; Aldh3a2[Unknown]; Aldh1b1[Unknown]	substrate
N6,N6,N6-Trimethyl-L-lysine	HMDB0001325	N6,N6,N6-Trimethyl-L-lysine + Oxoglutaric acid + Oxygen → 3-Hydroxy-N6,N6,N6-trimethyl-L-lysine + Succinic acid + Carbon dioxide	Tmlhe[Unknown]	substrate
N6,N6,N6-Trimethyl-L-lysine	HMDB0001325	N6,N6,N6-Trimethyl-L-lysine + Oxoglutaric acid + Oxygen → 3-hydroxy-N(6),N(6),N(6)-trimethyl-L-lysine + Succinic acid + CO(2)	Tmlhe[Unknown]	substrate
NAD	HMDB0000902	(2-Naphthyl)methanol + NAD → 2-Naphthaldehyde + NADH + Hydrogen Ion	Adh5[Unknown]	substrate
NAD	HMDB0000902	(24S)-7alpha,24-Dihydroxycholesterol + NAD → 7 alpha,24-Dihydroxy-4-cholesten-3-one + NADH + Hydrogen Ion	Hsd3b7[Unknown]	substrate
NAD	HMDB0000902	(3S)-3-Hydroxyacyl-CoA + NAD → 3-Oxoacyl-CoA + NADH + Hydrogen Ion	Hadh[Unknown]; Hadha[Unknown]	substrate
NAD	HMDB0000902	(3S)-3-Hydroxyadipyl-CoA + NAD → 3-Oxoadipyl-CoA + NADH + Hydrogen Ion	Tuba8[Unknown]; Ehhadh[Unknown]; Hadh[Unknown]	substrate
NAD	HMDB0000902	(5Z,13E,15S)-11-alpha,15-dihydroxy-9-oxoprost-5,13-dienoate + NAD → (5Z,13E)-11-alpha-hydroxy-9,15-dioxoprost-5,13-dienoate + NADH	Hpgd[Unknown]	substrate
NAD	HMDB0000902	(6Z,9Z,12Z,15Z,18Z)-3-Hydroxytetracosapenta-6,9,12,15,18-enoyl-CoA + NAD → (6Z,9Z,12Z,15Z,18Z)-3-Oxotetracosapenta-6,9,12,15,18-enoyl-CoA + NADH + Hydrogen Ion	Hadha[Unknown]	substrate
NAD	HMDB0000902	(6Z,9Z,12Z,15Z,18Z,21Z)-3-Hydroxytetracosahexa-6,9,12,15,18,21-enoyl-CoA + NAD → (6Z,9Z,12Z,15Z,18Z,21Z)-3-Oxotetracosahexa-6,9,12,15,18,21-enoyl-CoA + NADH + Hydrogen Ion	Hadha[Unknown]	substrate
NAD	HMDB0000902	(R)-3-hydroxyacyl-CoA + NAD → 3-oxoacyl-CoA + NADH	Hsd17b4[Unknown]	substrate
NAD	HMDB0000902	(S)-3-Hydroxydodecanoyl-CoA + NAD → 3-Oxododecanoyl-CoA + NADH + Hydrogen Ion	Tuba8[Unknown]; Ehhadh[Unknown]; Hadh[Unknown]; Hadha[Unknown]	substrate
NAD	HMDB0000902	(S)-3-Hydroxyhexadecanoyl-CoA + NAD → 3-Oxohexadecanoyl-CoA + NADH + Hydrogen Ion	Tuba8[Unknown]; Ehhadh[Unknown]; Hadh[Unknown]; Hadha[Unknown]	substrate
NAD	HMDB0000902	(S)-3-Hydroxyisobutyric acid + NAD → (S)-Methylmalonic acid semialdehyde + NADH + Hydrogen Ion	Tuba8[Unknown]; Ehhadh[Unknown]; Hadh[Unknown]; Hibadh[Unknown]	substrate
NAD	HMDB0000902	(S)-3-Hydroxyisobutyric acid + NAD → 2-Methyl-3-oxopropanoic acid + NADH	Hibadh[Unknown]	substrate
NAD	HMDB0000902	(S)-3-Hydroxytetradecanoyl-CoA + NAD → 3-Oxotetradecanoyl-CoA + NADH	Tuba8[Unknown]; Ehhadh[Unknown]; Hadh[Unknown]; Hadha[Unknown]	substrate
NAD	HMDB0000902	(S)-3-hydroxyacyl-CoA + NAD → 3-oxoacyl-CoA + NADH	Hsd17b10[Unknown]; Tuba8[Unknown]; Ehhadh[Unknown]; Hadh[Unknown]	substrate
NAD	HMDB0000902	(S)-Hydroxydecanoyl-CoA + NAD → 3-Oxodecanoyl-CoA + NADH + Hydrogen Ion	Tuba8[Unknown]; Ehhadh[Unknown]; Hadh[Unknown]; Hadha[Unknown]	substrate
NAD	HMDB0000902	(S)-Hydroxyhexanoyl-CoA + NAD → 3-Oxohexanoyl-CoA + NADH + Hydrogen Ion	Tuba8[Unknown]; Ehhadh[Unknown]; Hadh[Unknown]; Hadha[Unknown]	substrate
NAD	HMDB0000902	(S)-Hydroxyoctanoyl-CoA + NAD → 3-Oxooctanoyl-CoA + NADH + Hydrogen Ion	Tuba8[Unknown]; Ehhadh[Unknown]; Hadh[Unknown]; Hadha[Unknown]	substrate
NAD	HMDB0000902	(S)-Methylmalonic acid semialdehyde + Coenzyme A + NAD → Methylmalonyl-CoA + NADH + Hydrogen Ion	Aldh6a1[Unknown]	substrate
NAD	HMDB0000902	(S)-Methylmalonic acid semialdehyde + Coenzyme A + NAD → Propionyl-CoA + Carbon dioxide + NADH + Hydrogen Ion	Aldh6a1[Unknown]	substrate
NAD	HMDB0000902	(S)-Methylmalonic acid semialdehyde + NAD + Water → Methylmalonic acid + NADH + Hydrogen Ion	Aldh9a1[Unknown]; Aldh7a1[Unknown]; Aldh2[Unknown]; Aldh3a2[Unknown]; Aldh1b1[Unknown]	substrate
NAD	HMDB0000902	1-Hydroxymethylnaphthalene + NAD → 1-Naphthaldehyde + NADH + Hydrogen Ion	Adh5[Unknown]	substrate
NAD	HMDB0000902	1-Pyrroline-5-carboxylic acid + NAD + Water → L-Glutamic acid + NADH + Hydrogen Ion	Aldh4a1[Unknown]	substrate
NAD	HMDB0000902	11-cis-retinol-[retinal-binding-protein] + NAD → 11-cis-retinal-[retinol-binding-protein] + NADH	Rdh5[Unknown]	substrate
NAD	HMDB0000902	11beta,17beta-Dihydroxy-4-androsten-3-one + NAD → 11b-Hydroxyandrost-4-ene-3,17-dione + NADH + Hydrogen Ion	Hsd17b2[Unknown]; H2-Ke6[Unknown]; Hsd17b1[Unknown]; Hsd17b7[Unknown]; Hsd17b6[Unknown]; Hsd17b12[Unknown]	substrate
NAD	HMDB0000902	16a-Hydroxyandrost-4-ene-3,17-dione + Hydrogen Ion + NADH → 16a-Hydroxydehydroisoandrosterone + NAD	Hsd3b8[Unknown]; Hsd3b1[Unknown]; Hsd3b6[Unknown]; Hsd3b9[Unknown]; Hsd3b2[Unknown]; Hsd3b3[Unknown]; Hsd3b5[Unknown]; Hsd3b4[Unknown]; Hsd3b8[Unknown]; Hsd3b1[Unknown]; Hsd3b6[Unknown]; Hsd3b9[Unknown]; Hsd3b2[Unknown]; Hsd3b3[Unknown]; Hsd3b5[Unknown]; Hsd3b4[Unknown]	product
NAD	HMDB0000902	17a-Hydroxypregnenolone + NAD → 17-Hydroxyprogesterone + NADH + Hydrogen Ion	Hsd3b8[Unknown]; Hsd3b1[Unknown]; Hsd3b6[Unknown]; Hsd3b9[Unknown]; Hsd3b2[Unknown]; Hsd3b3[Unknown]; Hsd3b5[Unknown]; Hsd3b4[Unknown]; Hsd3b8[Unknown]; Hsd3b1[Unknown]; Hsd3b6[Unknown]; Hsd3b9[Unknown]; Hsd3b2[Unknown]; Hsd3b3[Unknown]; Hsd3b5[Unknown]; Hsd3b4[Unknown]	substrate
NAD	HMDB0000902	2&#39;-phospho-[ligated tRNA] + NAD → mature tRNA + ADP ribose 1&#39;&#39;,2&#39;&#39;-phosphate + Niacinamide + Water	Trpt1[Unknown]	substrate
NAD	HMDB0000902	2-Hydroxybutyric acid + NAD → 2-Ketobutyric acid + NADH + Hydrogen Ion	Ldhb[Unknown]; Ldhc[Unknown]; Ldha[Unknown]; Ldhal6b[Unknown]	substrate
NAD	HMDB0000902	2-Hydroxyglutarate + NAD → Oxoglutaric acid + NADH	Phgdh[Unknown]	substrate
NAD	HMDB0000902	2-Methyl-3-hydroxybutyryl-CoA + NAD → 2-Methylacetoacetyl-CoA + NADH	Hsd17b10[Unknown]	substrate
NAD	HMDB0000902	2-Methyl-3-hydroxybutyryl-CoA + NAD → 2-Methylacetoacetyl-CoA + NADH + Hydrogen Ion	Hsd17b10[Unknown]; Tuba8[Unknown]; Ehhadh[Unknown]; Hadh[Unknown]	substrate
NAD	HMDB0000902	2-Methyl-3-oxopropanoic acid + Coenzyme A + Water + NAD → Propionyl-CoA + Hydrogen carbonate + NADH	Aldh6a1[Unknown]	substrate
NAD	HMDB0000902	2-Phenyl-1,3-propanediol monocarbamate + NAD → 3-Carbamoyl-2-phenylpropionaldehyde + NADH + Hydrogen Ion	Adh4[Unknown]; Adh5[Unknown]; Adh1[Unknown]; Adh7[Unknown]; Adh1[Unknown]; Adh6b[Unknown]; Adh1[Unknown]	substrate
NAD	HMDB0000902	2-Propyn-1-al + NAD + Water → Propynoic acid + NADH + Hydrogen Ion	Aldh9a1[Unknown]; Aldh7a1[Unknown]; Aldh2[Unknown]; Aldh3a2[Unknown]; Aldh1b1[Unknown]	substrate
NAD	HMDB0000902	21-Hydroxypregnenolone + NAD → Deoxycorticosterone + NADH + Hydrogen Ion	Hsd3b8[Unknown]; Hsd3b1[Unknown]; Hsd3b6[Unknown]; Hsd3b9[Unknown]; Hsd3b2[Unknown]; Hsd3b3[Unknown]; Hsd3b5[Unknown]; Hsd3b4[Unknown]; Hsd3b8[Unknown]; Hsd3b1[Unknown]; Hsd3b6[Unknown]; Hsd3b9[Unknown]; Hsd3b2[Unknown]; Hsd3b3[Unknown]; Hsd3b5[Unknown]; Hsd3b4[Unknown]	substrate
NAD	HMDB0000902	3 alpha,7 alpha,24-Trihydroxy-5beta-cholestanoyl-CoA + NAD → 3a,7a-Dihydroxy-5b-24-oxocholestanoyl-CoA + NADH + Hydrogen Ion	Hsd17b4[Unknown]	substrate
NAD	HMDB0000902	3,4-Dihydroxymandelaldehyde + NAD + Water → 3,4-Dihydroxymandelic acid + NADH + Hydrogen Ion	Aldh3a1[Unknown]; Aldh1a3[Unknown]; Aldh3b2[Unknown]; Aldh3b3[Unknown]; Aldh3b1[Unknown]	substrate
NAD	HMDB0000902	3,4-Dihydroxyphenylacetaldehyde + NAD + Water → 3,4-Dihydroxybenzeneacetic acid + NADH + Hydrogen Ion	Aldh3a1[Unknown]; Aldh1a3[Unknown]; Aldh3b2[Unknown]; Aldh3b3[Unknown]; Aldh3b1[Unknown]	substrate
NAD	HMDB0000902	3,4-Dihydroxyphenylglycol + NAD → 3,4-Dihydroxymandelaldehyde + NADH + Hydrogen Ion	Adh4[Unknown]; Adh5[Unknown]; Adh1[Unknown]; Adh7[Unknown]; Adh1[Unknown]; Adh6b[Unknown]; Adh1[Unknown]	substrate
NAD	HMDB0000902	3-(3,5-Diiodo-4-hydroxyphenyl)lactate + NAD → 3-(3,5-Diiodo-4-hydroxyphenyl)pyruvate + NADH	Mdh1[Unknown]	substrate
NAD	HMDB0000902	3-Aminopropionaldehyde + NAD + Water → beta-Alanine + NADH + Hydrogen Ion	Aldh9a1[Unknown]; Aldh3a1[Unknown]; Aldh7a1[Unknown]; Aldh1a3[Unknown]; Aldh2[Unknown]; Aldh3a2[Unknown]; Aldh1b1[Unknown]; Aldh3b2[Unknown]; Aldh3b3[Unknown]; Aldh3b1[Unknown]	substrate
NAD	HMDB0000902	3-Carbamoyl-2-phenylpropionaldehyde + NAD + Water → 3-Carbamoyl-2-phenylpropionic acid + NADH + Hydrogen Ion	Aldh3a1[Unknown]; Aldh1a3[Unknown]; Aldh3b2[Unknown]; Aldh3b3[Unknown]; Aldh3b1[Unknown]	substrate
NAD	HMDB0000902	3-Hydroxy-5-methylhex-4-enoyl-CoA + NAD → 5-Methyl-3-oxo-4-hexenoyl-CoA + NADH + Hydrogen Ion	Hadh[Unknown]	substrate
NAD	HMDB0000902	3-Hydroxybutyric acid + NAD → Acetoacetic acid + NADH	Bdh1[Unknown]; Bdh2[Unknown]	substrate
NAD	HMDB0000902	3-Hydroxybutyric acid + NAD → Acetoacetic acid + NADH + Hydrogen Ion	Bdh1[Unknown]; Bdh2[Unknown]	substrate
NAD	HMDB0000902	3-Hydroxybutyryl-CoA + NAD → Acetoacetyl-CoA + NADH + Hydrogen Ion	Tuba8[Unknown]; Ehhadh[Unknown]; Hadh[Unknown]	substrate
NAD	HMDB0000902	3-Mercaptolactic acid + NAD → 3-Mercaptopyruvic acid + NADH + Hydrogen Ion	Ldhb[Unknown]; Ldhc[Unknown]; Ldha[Unknown]; Ldhal6b[Unknown]	substrate
NAD	HMDB0000902	3-Methoxy-4-hydroxyphenylglycolaldehyde + NAD + Water → Vanillylmandelic acid + NADH + Hydrogen Ion	Aldh3a1[Unknown]; Aldh1a3[Unknown]; Aldh3b2[Unknown]; Aldh3b3[Unknown]; Aldh3b1[Unknown]	substrate
NAD	HMDB0000902	3-Phosphoglyceric acid + NAD → Phosphohydroxypyruvic acid + NADH	Phgdh[Unknown]	substrate
NAD	HMDB0000902	3-Phosphoglyceric acid + NAD → Phosphohydroxypyruvic acid + NADH + Hydrogen Ion	Phgdh[Unknown]	substrate
NAD	HMDB0000902	3-beta-hydroxy-Delta(5)-steroid + NAD → 3-oxo-Delta(5)-steroid + NADH	Hsd3b7[Unknown]	substrate
NAD	HMDB0000902	3a,11b,21-Trihydroxy-20-oxo-5b-pregnan-18-al + NAD → 11b,21-Dihydroxy-3,20-oxo-5b-pregnan-18-al + NADH + Hydrogen Ion	Akr1c19[Unknown]; Akr1c12[Unknown]; Akr1c13[Unknown]; Akr1cl[Unknown]; Akr1c6[Unknown]; Akr1c20[Unknown]; Akr1c14[Unknown]; Akr1c21[Unknown]; Akr1c18[Unknown]	substrate
NAD	HMDB0000902	3a,21-Dihydroxy-5b-pregnane-11,20-dione + NAD → 21-Hydroxy-5b-pregnane-3,11,20-trione + NADH + Hydrogen Ion	Akr1c19[Unknown]; Akr1c12[Unknown]; Akr1c13[Unknown]; Akr1cl[Unknown]; Akr1c6[Unknown]; Akr1c20[Unknown]; Akr1c14[Unknown]; Akr1c21[Unknown]; Akr1c18[Unknown]	substrate
NAD	HMDB0000902	3a,7a,12a,24-Tetrahydroxy-5b-cholestanoyl-CoA + NAD → 3a,7a,12a-Trihydroxy-5b-24-oxocholestanoyl-CoA + NADH + Hydrogen Ion	Hsd17b4[Unknown]	substrate
NAD	HMDB0000902	3a,7a-Dihydroxy-5b-cholestan-26-al + NAD + Water → 17alpha,20alpha-Dihydroxypregn-4-en-3-one + NADH + Hydrogen Ion	Aldh9a1[Unknown]; Aldh7a1[Unknown]; Aldh2[Unknown]; Aldh3a2[Unknown]; Aldh1b1[Unknown]	substrate
NAD	HMDB0000902	3a,7a-Dihydroxy-5b-cholestane + NAD → 7a-Hydroxy-5b-cholestan-3-one + NADH + Hydrogen Ion	Akr1c19[Unknown]; Akr1c12[Unknown]; Akr1c13[Unknown]; Akr1cl[Unknown]; Akr1c6[Unknown]; Akr1c20[Unknown]; Akr1c14[Unknown]; Akr1c21[Unknown]; Akr1c18[Unknown]	substrate
NAD	HMDB0000902	3a-Hydroxy-5b-pregnane-20-one + NAD → 5a-Pregnane-3,20-dione + NADH + Hydrogen Ion	Akr1c19[Unknown]; Akr1c12[Unknown]; Akr1c13[Unknown]; Akr1cl[Unknown]; Akr1c6[Unknown]; Akr1c20[Unknown]; Akr1c14[Unknown]; Akr1c21[Unknown]; Akr1c18[Unknown]	substrate
NAD	HMDB0000902	3beta,7alpha-Dihydroxy-5-cholestenoate + NAD → 7alpha-Hydroxy-3-oxo-4-cholestenoate + NADH + Hydrogen Ion	Hsd3b7[Unknown]	substrate
NAD	HMDB0000902	4,4-Dimethyl-5a-cholesta-8,24-dien-3-b-ol + NADH + Hydrogen Ion + Oxygen → 3-beta-Hydroxy-4-beta-methyl-5-alpha-cholest-7-ene-4-alpha-carboxylate + NAD + Water	Msmo1[Unknown]	product
NAD	HMDB0000902	4-Aminobutyraldehyde + NAD + Water → gamma-Aminobutyric acid + NADH	Aldh9a1[Unknown]	substrate
