metabolite	HMDB_ID	reaction	gene	direction
Oxalacetic acid	HMDB0000223	Guanosine triphosphate + Oxalacetic acid → Guanosine diphosphate + Phosphoenolpyruvic acid + CO(2)	PCK2[Unknown]; PCK1[Unknown]	substrate
Oxalacetic acid	HMDB0000223	Guanosine triphosphate + Oxalacetic acid → Guanosine diphosphate + Phosphoenolpyruvic acid + Carbon dioxide	PCK2[Unknown]; PCK1[Unknown]	substrate
Oxalacetic acid	HMDB0000223	Inosine triphosphate + Oxalacetic acid → IDP + Phosphoenolpyruvic acid + Carbon dioxide	PCK2[Unknown]; PCK1[Unknown]	substrate
Oxalacetic acid	HMDB0000223	L-Aspartic acid + Oxoglutaric acid → Oxalacetic acid + L-Glutamic acid	GOT1[Enzyme]; GOT2[Enzyme]; GOT1L1[Enzyme]	product
Oxalacetic acid	HMDB0000223	L-Aspartic acid + Water + NAD(P)(+) → Oxalacetic acid + Ammonia + NAD(P)H	ASPDH[Unknown]	product
Oxalacetic acid	HMDB0000223	L-Aspartic acid + Water + Oxygen → Oxalacetic acid + Ammonia + Hydrogen peroxide	IL4I1[Unknown]	product
Oxalacetic acid	HMDB0000223	Malic acid + NAD → Oxalacetic acid + NADH	MDH2[Unknown]; MDH1[Unknown]	product
Oxalacetic acid	HMDB0000223	Malic acid + NAD → Oxalacetic acid + NADH + Hydrogen Ion	MDH2[Unknown]; MDH1[Unknown]	product
Oxalacetic acid	HMDB0000223	Oxalacetic acid → Pyruvic acid + CO(2)	ME1[Unknown]; ME3[Unknown]; ME2[Unknown]	substrate
Oxalosuccinic acid	HMDB0003974	Isocitric acid + NADP → Oxalosuccinic acid + NADPH + Hydrogen Ion	IDH2[Unknown]; IDH1[Unknown]	product
Oxalosuccinic acid	HMDB0003974	Oxalosuccinic acid → Oxoglutaric acid + Carbon dioxide	IDH2[Unknown]; IDH1[Unknown]	substrate
Oxidized glutathione	HMDB0003337	Glutathione + 15(S)-HPETE → Oxidized glutathione + 15-HETE + Water	GPX7[Enzyme]; GPX5[Enzyme]; GPX6[Enzyme]; GPX1[Enzyme]; GPX3[Enzyme]; GPX2[Enzyme]	product
Oxidized glutathione	HMDB0003337	Glutathione + 5(S)-Hydroperoxyeicosatetraenoic acid → Oxidized glutathione + 5-HETE + Water	GPX7[Enzyme]; GPX5[Enzyme]; GPX6[Enzyme]; GPX1[Enzyme]; GPX3[Enzyme]; GPX2[Enzyme]	product
Oxidized glutathione	HMDB0003337	Glutathione + Dehydroascorbic acid → Oxidized glutathione + Ascorbic acid	GSTO1[Enzyme]; GSTO2[Enzyme]	product
Oxidized glutathione	HMDB0003337	Glutathione + Hydrogen peroxide → Oxidized glutathione + Water	PRDX6[Enzyme]; GPX7[Enzyme]; GPX5[Enzyme]; GPX6[Enzyme]; GPX1[Enzyme]; GPX3[Enzyme]; GPX2[Enzyme]; GPX8[Unknown]	product
Oxidized glutathione	HMDB0003337	Glutathione + NAD → Oxidized glutathione + NADH + Hydrogen Ion	GSR[Unknown]	product
Oxidized glutathione	HMDB0003337	Glutathione + NADP → Oxidized glutathione + NADPH	GSR[Unknown]	product
Oxidized glutathione	HMDB0003337	Glutathione + NADP → Oxidized glutathione + NADPH + Hydrogen Ion	GSR[Unknown]	product
Oxidized glutathione	HMDB0003337	Glutathione + a lipid hydroperoxide → Oxidized glutathione + lipid + Water	GPX4[Enzyme]	product
Oxidized glutathione	HMDB0003337	Glutathione + protein-disulfide → Oxidized glutathione + protein-dithiol	TXNDC12[Enzyme]	product
Oxidized glutathione	HMDB0003337	Insulin + Glutathione → Reduced insulin + Oxidized glutathione	TXNDC12[Enzyme]	product
Oxidized glutathione	HMDB0003337	Lipid hydroperoxide + Glutathione → Lipid + Oxidized glutathione + Water	GPX4[Enzyme]	product
Oxidized glutathione	HMDB0003337	Methylarsonate + Glutathione → Methylarsonite + Oxidized glutathione + Water	GSTO1[Enzyme]; GSTO2[Enzyme]	product
Oxidized glutathione	HMDB0003337	Protein dithiol + Oxidized glutathione → Protein disulfide + Glutathione	TXNDC12[Enzyme]	substrate
Oxoadipic acid	HMDB0000225	Aminoadipic acid + Oxoglutaric acid → Oxoadipic acid + L-Glutamic acid	AADAT[Enzyme]	product
Oxoadipic acid	HMDB0000225	Oxoadipic acid + Coenzyme A + NAD → Glutaryl-CoA + Carbon dioxide + NADH + Hydrogen Ion	OGDH[Enzyme]; OGDHL[Enzyme]	substrate
Oxoadipic acid	HMDB0000225	Oxoadipic acid + Enzyme N6-(lipoyl)lysine → [Dihydrolipoyllysine-residue succinyltransferase] S-glutaryldihydrolipoyllysine + Carbon dioxide	OGDH[Enzyme]; OGDHL[Enzyme]	substrate
Oxoglutaric acid	HMDB0000208	(S)-3-Hydroxybutyric acid + Oxoglutaric acid → Acetoacetic acid + D-2-Hydroxyglutaric acid	ADHFE1[Unknown]	substrate
Oxoglutaric acid	HMDB0000208	(S)-beta-Aminoisobutyric acid + Oxoglutaric acid → (S)-Methylmalonic acid semialdehyde + L-Glutamic acid	ABAT[Enzyme]	substrate
Oxoglutaric acid	HMDB0000208	(S)-beta-Aminoisobutyric acid + Oxoglutaric acid → 2-Methyl-3-oxopropanoic acid + L-Glutamic acid	ABAT[Enzyme]	substrate
Oxoglutaric acid	HMDB0000208	2,5-Dioxopentanoate + NADP + Water → Oxoglutaric acid + NADPH + Hydrogen Ion	ALDH2[Unknown]; ALDH3A2[Unknown]; ALDH1B1[Unknown]	product
Oxoglutaric acid	HMDB0000208	2-Hydroxyglutarate + FAD → Oxoglutaric acid + FADH	L2HGDH[Unknown]	product
Oxoglutaric acid	HMDB0000208	2-Hydroxyglutarate + NAD → Oxoglutaric acid + NADH	PHGDH[Unknown]	product
Oxoglutaric acid	HMDB0000208	2-Keto-glutaramic acid + Water → Oxoglutaric acid + Ammonia	NIT2[Unknown]	product
Oxoglutaric acid	HMDB0000208	2-Oxo-4-methylthiobutanoic acid + L-Glutamic acid → L-Methionine + Oxoglutaric acid	TAT[Enzyme]	product
Oxoglutaric acid	HMDB0000208	3-Sulfinoalanine + Oxoglutaric acid → 3-Sulfinylpyruvic acid + L-Glutamic acid	GOT1[Enzyme]; GOT2[Enzyme]	substrate
Oxoglutaric acid	HMDB0000208	4-Hydroxy-L-glutamic acid + Oxoglutaric acid → D-4-Hydroxy-2-oxoglutarate + L-Glutamic acid	GOT1[Enzyme]; GOT2[Enzyme]	substrate
Oxoglutaric acid	HMDB0000208	4-Hydroxybutyric acid + Oxoglutaric acid → Succinic acid semialdehyde + D-2-Hydroxyglutaric acid	ADHFE1[Unknown]	substrate
Oxoglutaric acid	HMDB0000208	4-Trimethylammoniobutanoic acid + Oxoglutaric acid + Oxygen → L-Carnitine + Succinic acid + CO(2)	BBOX1[Unknown]	substrate
Oxoglutaric acid	HMDB0000208	4-Trimethylammoniobutanoic acid + Oxoglutaric acid + Oxygen → L-Carnitine + Succinic acid + Carbon dioxide	BBOX1[Unknown]	substrate
Oxoglutaric acid	HMDB0000208	Aminoadipic acid + Oxoglutaric acid → Oxoadipic acid + L-Glutamic acid	AADAT[Enzyme]	substrate
Oxoglutaric acid	HMDB0000208	An HIF alpha chain L-proline + Oxoglutaric acid + Oxygen → An HIF alpha chain trans-4-hydroxy-L-proline + Succinic acid + CO(2)	P4HTM[Enzyme]	substrate
Oxoglutaric acid	HMDB0000208	Ankyrin-repeat-L-histidine + Oxoglutaric acid + Oxygen → ankyrin-repeat-(3S)-3-hydroxy-L-histidine + Succinic acid + CO(2)	HIF1AN[Unknown]	substrate
Oxoglutaric acid	HMDB0000208	Cysteic acid + Oxoglutaric acid → 3-Sulfopyruvic acid + L-Glutamic acid	GOT1[Enzyme]; GOT2[Enzyme]	substrate
Oxoglutaric acid	HMDB0000208	D-2-Hydroxyglutaric acid + acceptor → Oxoglutaric acid + reduced acceptor	D2HGDH[Unknown]	product
Oxoglutaric acid	HMDB0000208	DNA 5-methylcytosine + Oxoglutaric acid + Oxygen → DNA 5-hydroxymethylcytosine + Succinic acid + CO(2)	TET1[Unknown]; TET2[Unknown]; TET3[Unknown]	substrate
Oxoglutaric acid	HMDB0000208	DNA-base-CH(3) + Oxoglutaric acid + Oxygen → DNA-base + Formaldehyde + Succinic acid + CO(2)	ALKBH2[Unknown]; ALKBH1[Unknown]	substrate
Oxoglutaric acid	HMDB0000208	Glycine + Oxoglutaric acid → Glyoxylic acid + L-Glutamic acid	AGXT2[Enzyme]; AGXT[Unknown]	substrate
Oxoglutaric acid	HMDB0000208	Hypoxia-inducible factor-L-asparagine + Oxoglutaric acid + Oxygen → hypoxia-inducible factor-(3S)-3-hydroxy-L-asparagine + Succinic acid + CO(2)	HIF1AN[Unknown]	substrate
Oxoglutaric acid	HMDB0000208	Hypoxia-inducible factor-L-proline + Oxoglutaric acid + Oxygen → hypoxia-inducible factor-trans-4-hydroxy-L-proline + Succinic acid + CO(2)	EGLN1[Enzyme]; EGLN2[Enzyme]; EGLN3[Enzyme]	substrate
Oxoglutaric acid	HMDB0000208	Isocitric acid + NAD → Oxoglutaric acid + CO(2) + NADH	IDH3B[Unknown]; IDH3A[Unknown]; IDH3G[Unknown]	product
Oxoglutaric acid	HMDB0000208	Isocitric acid + NAD → Oxoglutaric acid + Carbon dioxide + NADH + Hydrogen Ion	IDH3B[Unknown]; IDH3A[Unknown]; IDH3G[Unknown]	product
Oxoglutaric acid	HMDB0000208	Isocitric acid + NADP → Oxoglutaric acid + CO(2) + NADPH	IDH2[Unknown]; IDH1[Unknown]	product
Oxoglutaric acid	HMDB0000208	Isocitric acid + NADP → Oxoglutaric acid + Carbon dioxide + NADPH + Hydrogen Ion	IDH2[Unknown]; IDH1[Unknown]	product
Oxoglutaric acid	HMDB0000208	L-2-Hydroxyglutaric acid + acceptor → Oxoglutaric acid + reduced acceptor	L2HGDH[Unknown]	product
Oxoglutaric acid	HMDB0000208	L-3-Hydroxykynurenine + Oxoglutaric acid → 4-(2-Amino-3-hydroxyphenyl)-2,4-dioxobutanoic acid + L-Glutamic acid	AADAT[Enzyme]; CCBL1[Enzyme]; CCBL2[Enzyme]	substrate
Oxoglutaric acid	HMDB0000208	L-Alanine + Oxoglutaric acid → Pyruvic acid + L-Glutamic acid	GPT[Enzyme]; GPT2[Enzyme]	substrate
Oxoglutaric acid	HMDB0000208	L-Aspartic acid + Oxoglutaric acid → Oxalacetic acid + L-Glutamic acid	GOT1[Enzyme]; GOT2[Enzyme]; GOT1L1[Enzyme]	substrate
Oxoglutaric acid	HMDB0000208	L-Cysteine + Oxoglutaric acid → 3-Mercaptopyruvic acid + DL-Glutamate	GOT1[Enzyme]; GOT2[Enzyme]	substrate
Oxoglutaric acid	HMDB0000208	L-Glutamic acid + NAD + Water → Oxoglutaric acid + Ammonia + NADH + Hydrogen Ion	GLUD2[Unknown]; GLUD1[Unknown]	product
Oxoglutaric acid	HMDB0000208	L-Glutamic acid + NADP + Water → Oxoglutaric acid + Ammonia + NADPH + Hydrogen Ion	GLUD2[Unknown]; GLUD1[Unknown]	product
Oxoglutaric acid	HMDB0000208	L-Glutamic acid + Water + NAD(P)(+) → Oxoglutaric acid + Ammonia + NAD(P)H	GLUD2[Unknown]; GLUD1[Unknown]	product
Oxoglutaric acid	HMDB0000208	L-Isoleucine + Oxoglutaric acid → 3-Methyl-2-oxovaleric acid + L-Glutamic acid	BCAT1[Enzyme]; BCAT2[Enzyme]	substrate
Oxoglutaric acid	HMDB0000208	L-Kynurenine + Oxoglutaric acid → 4-(2-Aminophenyl)-2,4-dioxobutanoic acid + L-Glutamic acid	GOT2[Enzyme]; AADAT[Enzyme]; CCBL1[Enzyme]; CCBL2[Enzyme]	substrate
Oxoglutaric acid	HMDB0000208	L-Leucine + Oxoglutaric acid → Ketoleucine + L-Glutamic acid	BCAT1[Enzyme]; BCAT2[Enzyme]	substrate
Oxoglutaric acid	HMDB0000208	L-Phenylalanine + Oxoglutaric acid → Phenylpyruvic acid + L-Glutamic acid	TAT[Enzyme]; GOT1[Enzyme]; GOT2[Enzyme]	substrate
Oxoglutaric acid	HMDB0000208	L-Proline + Oxoglutaric acid + Oxygen → 4-Hydroxyproline + Succinic acid + Carbon dioxide	P4HA2[Enzyme]; P4HA1[Enzyme]; P4HA3[Enzyme]	substrate
Oxoglutaric acid	HMDB0000208	L-Tyrosine + Oxoglutaric acid → 4-Hydroxyphenylpyruvic acid + L-Glutamic acid	TAT[Enzyme]; GOT1[Enzyme]; GOT2[Enzyme]	substrate
Oxoglutaric acid	HMDB0000208	L-Valine + Oxoglutaric acid → alpha-Ketoisovaleric acid + L-Glutamic acid	BCAT1[Enzyme]; BCAT2[Enzyme]	substrate
Oxoglutaric acid	HMDB0000208	L-histidine-[60S ribosomal protein L27a] + Oxoglutaric acid + Oxygen → (3S)-3-hydroxy-L-histidine-[60S ribosomal protein L27a] + Succinic acid + CO(2)	MINA[Unknown]	substrate
Oxoglutaric acid	HMDB0000208	L-histidine-[60S ribosomal protein L8] + Oxoglutaric acid + Oxygen → (3S)-3-hydroxy-L-histidine-[60S ribosomal protein L8] + Succinic acid + CO(2)	NO66[Unknown]	substrate
Oxoglutaric acid	HMDB0000208	L-lysine-[procollagen] + Oxoglutaric acid + Oxygen → (2S,5R)-5-hydroxy-L-lysine-[procollagen] + Succinic acid + CO(2)	PLOD1[Unknown]; PLOD2[Unknown]; PLOD3[Unknown]	substrate
Oxoglutaric acid	HMDB0000208	L-proline-[procollagen] + Oxoglutaric acid + Oxygen → trans-3-hydroxy-L-proline-[procollagen] + Succinic acid + CO(2)	LEPRE1[Unknown]; LEPREL1[Unknown]; LEPREL2[Unknown]	substrate
Oxoglutaric acid	HMDB0000208	L-proline-[procollagen] + Oxoglutaric acid + Oxygen → trans-4-hydroxy-L-proline-[procollagen] + Succinic acid + CO(2)	P4HA2[Enzyme]; P4HA1[Enzyme]; P4HA3[Enzyme]	substrate
Oxoglutaric acid	HMDB0000208	N(6)-(L-1,3-dicarboxypropyl)-L-lysine + NADP + Water → L-Lysine + Oxoglutaric acid + NADPH	AASS[Unknown]	product
Oxoglutaric acid	HMDB0000208	N6,N6,N6-Trimethyl-L-lysine + Oxoglutaric acid + Oxygen → 3-Hydroxy-N6,N6,N6-trimethyl-L-lysine + Succinic acid + Carbon dioxide	TMLHE[Unknown]	substrate
Oxoglutaric acid	HMDB0000208	N6,N6,N6-Trimethyl-L-lysine + Oxoglutaric acid + Oxygen → 3-hydroxy-N(6),N(6),N(6)-trimethyl-L-lysine + Succinic acid + CO(2)	TMLHE[Unknown]	substrate
Oxoglutaric acid	HMDB0000208	O-Phospho-4-hydroxy-L-threonine + Oxoglutaric acid → 2-Oxo-3-hydroxy-4-phosphobutanoic acid + L-Glutamic acid	PSAT1[Enzyme]	substrate
Oxoglutaric acid	HMDB0000208	Ornithine + Oxoglutaric acid → L-Glutamic gamma-semialdehyde + L-Glutamic acid	OAT[Enzyme]	substrate
Oxoglutaric acid	HMDB0000208	Oxalosuccinic acid → Oxoglutaric acid + Carbon dioxide	IDH2[Unknown]; IDH1[Unknown]	product
Oxoglutaric acid	HMDB0000208	Oxoglutaric acid + Thiamine pyrophosphate → 3-Carboxy-1-hydroxypropylthiamine diphosphate + Carbon dioxide	OGDH[Enzyme]; OGDHL[Enzyme]	substrate
Oxoglutaric acid	HMDB0000208	Oxoglutaric acid + [dihydrolipoyllysine-residue succinyltransferase] lipoyllysine → [dihydrolipoyllysine-residue succinyltransferase] S-succinyldihydrolipoyllysine + CO(2)	OGDH[Enzyme]; DHTKD1[Enzyme]	substrate
Oxoglutaric acid	HMDB0000208	Peptide L-aspartate + Oxoglutaric acid + Oxygen → peptide 3-hydroxy-L-aspartate + Succinic acid + CO(2)	ASPH[Unknown]	substrate
Oxoglutaric acid	HMDB0000208	Phosphoserine + Oxoglutaric acid → Phosphohydroxypyruvic acid + L-Glutamic acid	PSAT1[Enzyme]	substrate
Oxoglutaric acid	HMDB0000208	Phytanoyl-CoA + Oxoglutaric acid + Oxygen → 2-Hydroxyphytanoyl-CoA + Succinic acid + CO(2)	PHYH[Unknown]	substrate
Oxoglutaric acid	HMDB0000208	Protein N(6),N(6)-dimethyl-L-lysine + Oxoglutaric acid + Oxygen → protein N(6)-methyl-L-lysine + Succinic acid + Formaldehyde + CO(2)	KDM2A[Enzyme]; KDM2B[Enzyme]; KDM8[Unknown]; NO66[Unknown]; PHF8[Unknown]	substrate
Oxoglutaric acid	HMDB0000208	Protein N(6)-methyl-L-lysine + Oxoglutaric acid + Oxygen → protein L-lysine + Succinic acid + Formaldehyde + CO(2)	KDM2A[Enzyme]; KDM2B[Enzyme]; KDM8[Unknown]; NO66[Unknown]; PHF8[Unknown]	substrate
Oxoglutaric acid	HMDB0000208	Protein N6,N6-dimethyl-L-lysine + Oxoglutaric acid + Oxygen → Protein lysine + Succinic acid + Formaldehyde + Carbon dioxide	KDM2A[Enzyme]; KDM2B[Enzyme]	substrate
Oxoglutaric acid	HMDB0000208	Protein lysine + Oxoglutaric acid + Oxygen → Procollagen 5-hydroxy-L-lysine + Succinic acid + Carbon dioxide + Water	PLOD1[Unknown]; PLOD2[Unknown]; PLOD3[Unknown]	substrate
Oxoglutaric acid	HMDB0000208	Saccharopine + NADP + Water → L-Lysine + Oxoglutaric acid + NADPH + Hydrogen Ion	AASS[Unknown]	product
Oxoglutaric acid	HMDB0000208	beta-Alanine + Oxoglutaric acid → Malonic semialdehyde + L-Glutamic acid	ABAT[Enzyme]	substrate
Oxoglutaric acid	HMDB0000208	gamma-Aminobutyric acid + Oxoglutaric acid → Succinic acid semialdehyde + L-Glutamic acid	ABAT[Enzyme]	substrate
Oxygen	HMDB0001377	(+)-Limonene + NADPH + Oxygen → (+)-trans-Carveol + NADP + Water	CYP2C9[Unknown]; CYP2C19[Unknown]	substrate
Oxygen	HMDB0001377	(+)-Limonene + NADPH + Oxygen → (-)-trans-Carveol + NADP + Water	CYP2C9[Unknown]; CYP2C19[Unknown]	substrate
Oxygen	HMDB0001377	(+)-Limonene + NADPH + Oxygen → (S)-p-Mentha-1,8-dien-7-ol + NADP + Water	CYP2C9[Unknown]; CYP2C19[Unknown]	substrate
Oxygen	HMDB0001377	(24R)-Cholest-5-ene-3-beta,24-diol + NADPH + Oxygen → (24R)-Cholest-5-ene-3-beta,7-alpha,24-triol + NADP + Water	CYP39A1[Unknown]	substrate
Oxygen	HMDB0001377	(S)-2-hydroxy acid + Oxygen → 2-oxo acid + Hydrogen peroxide	HAO1[Unknown]; HAO2[Unknown]	substrate
Oxygen	HMDB0001377	(S)-N-Methylcoclaurine + Oxygen + Reduced acceptor → (S)-3-Hydroxy-N-methylcoclaurine + Water + Acceptor	TYR[Unknown]	substrate
Oxygen	HMDB0001377	1,2-Dihydroxy-3-keto-5-methylthiopentene + Oxygen → 2-Oxo-4-methylthiobutanoic acid + Formic acid	ADI1[Enzyme]	substrate
Oxygen	HMDB0001377	1,2-Dihydroxy-3-keto-5-methylthiopentene + Oxygen → 3-Methylthiopropionic acid + Formic acid + Carbon monoxide	ADI1[Enzyme]	substrate
Oxygen	HMDB0001377	1,3-Diaminopropane + Oxygen + Water → 3-Aminopropionaldehyde + Ammonia + Hydrogen peroxide	AOC3[Unknown]; AOC2[Unknown]	substrate
Oxygen	HMDB0001377	1,4-cineole + NADPH + Oxygen → 2-exo-hydroxy-1,4-cineole + NADP + Water	CYP2B6[Unknown]; CYP2A6[Unknown]	substrate
Oxygen	HMDB0001377	1-Methylhistamine + Water + Oxygen → Methylimidazole acetaldehyde + Ammonia + Hydrogen peroxide	MAOB[Unknown]; MAOA[Unknown]	substrate
Oxygen	HMDB0001377	1-Methylnicotinamide + Oxygen + Water → N1-Methyl-2-pyridone-5-carboxamide + Hydrogen peroxide + Hydrogen Ion	AOX1[Unknown]	substrate
Oxygen	HMDB0001377	1-Methylnicotinamide + Oxygen + Water → N1-Methyl-4-pyridone-3-carboxamide + Hydrogen peroxide + Hydrogen Ion	AOX1[Unknown]	substrate
Oxygen	HMDB0001377	1-Methylxanthine + Water + Oxygen → 1-Methyluric acid + Hydrogen peroxide	XDH[Unknown]	substrate
Oxygen	HMDB0001377	1-alkyl-sn-glycerol + Sapropterin + Oxygen → 1-O-alkyl-sn-glycerol + Dihydrobiopterin + Water	AGMO[Unknown]	substrate
Oxygen	HMDB0001377	11b-Hydroxyprogesterone + Reduced acceptor + Oxygen → Corticosterone + Acceptor + Water	CYP21A2[Unknown]	substrate
Oxygen	HMDB0001377	17-Hydroxyprogesterone + Reduced acceptor + Oxygen → Androstenedione + Acetic acid + Acceptor + Water	CYP17A1[Unknown]	substrate
Oxygen	HMDB0001377	17-Hydroxyprogesterone + Reduced acceptor + Oxygen → Cortexolone + Acceptor + Water	CYP21A2[Unknown]	substrate
Oxygen	HMDB0001377	17-Hydroxyprogesterone + Reduced ferredoxin + Oxygen → 21-Deoxycortisol + Oxidized ferredoxin + Water	CYP11B1[Unknown]; CYP11B2[Unknown]	substrate
Oxygen	HMDB0001377	17a,20a-Dihydroxycholesterol + Oxygen + Hydrogen Ion + Reduced adrenal ferredoxin → 17a-Hydroxypregnenolone + 4-Methylpentanal + Water + Oxidized adrenal ferredoxin	CYP11A1[Unknown]	substrate
Oxygen	HMDB0001377	17a-Hydroxypregnenolone + NADPH + Hydrogen Ion + Oxygen → 17alpha,21-Dihydroxypregnenolone + NADP + Water	CYP21A2[Unknown]	substrate
Oxygen	HMDB0001377	17a-Hydroxypregnenolone + Reduced acceptor + Oxygen → Dehydroepiandrosterone + Acetic acid + Acceptor + Water	CYP17A1[Unknown]	substrate
Oxygen	HMDB0001377	17alpha,21-Dihydroxypregnenolone + Reduced ferredoxin + Oxygen → 11b,17a,21-Trihydroxypreg-nenolone + Oxidized ferredoxin + Water	CYP11B1[Unknown]; CYP11B2[Unknown]	substrate
Oxygen	HMDB0001377	18-Hydroxycorticosterone + Reduced adrenal ferredoxin + Oxygen → Aldosterone + Oxidized adrenal ferredoxin + Water	CYP11B2[Unknown]	substrate
Oxygen	HMDB0001377	2,3-Epoxymenaquinone + Gla protein + Water → Menaquinol + Gla protein precursor + Carbon dioxide + Oxygen	GGCX[Unknown]	product
Oxygen	HMDB0001377	2-Hexaprenyl-3-methyl-6-methoxy-1,4 benzoquinone + Oxygen + NADPH + Hydrogen Ion → 2-Hexaprenyl-3-methyl-5-hydroxy-6-methoxy-1,4-benzoquinone + NADP + Water	COQ7[Unknown]	substrate
Oxygen	HMDB0001377	2-Hexaprenyl-6-methoxyphenol + Oxygen → 2-Hexaprenyl-6-methoxy-1,4-benzoquinone + Water	COQ6[Unknown]	substrate
Oxygen	HMDB0001377	2-Polyprenyl-3-methyl-6-methoxy-1,4-benzoquinone + Oxygen + NADPH + Hydrogen Ion → 2-Polyprenyl-3-methyl-5-hydroxy-6-methoxy-1,4-benzoquinone + NADP + Water	COQ7[Unknown]	substrate
Oxygen	HMDB0001377	2-Polyprenyl-6-methoxyphenol + Oxygen → 2-Polyprenyl-6-methoxy-1,4-benzoquinone + Water	COQ6[Unknown]	substrate
Oxygen	HMDB0001377	20a,22b-Dihydroxycholesterol + Oxygen + Reduced adrenal ferredoxin + Hydrogen Ion → 4-Methylpentanal + Pregnenolone + Water + Oxidized adrenal ferredoxin	CYP11A1[Unknown]	substrate
Oxygen	HMDB0001377	20alpha-Hydroxycholesterol + NADPH + Hydrogen Ion + Oxygen → 17a,20a-Dihydroxycholesterol + NADP + Water	CYP17A1[Unknown]	substrate
Oxygen	HMDB0001377	20alpha-Hydroxycholesterol + Oxygen + Reduced adrenal ferredoxin + Hydrogen Ion → 20a,22b-Dihydroxycholesterol + Water + Oxidized adrenal ferredoxin	CYP11A1[Unknown]	substrate
Oxygen	HMDB0001377	21-Deoxycortisol + Acceptor + Water → 11b-Hydroxyprogesterone + Reduced acceptor + Oxygen	CYP17A1[Unknown]	product
Oxygen	HMDB0001377	21-Deoxycortisol + Reduced acceptor + Oxygen → Cortisol + Acceptor + Water	CYP21A2[Unknown]	substrate
Oxygen	HMDB0001377	22b-Hydroxycholesterol + Oxygen + Reduced adrenal ferredoxin + Hydrogen Ion → 20a,22b-Dihydroxycholesterol + Water + Oxidized adrenal ferredoxin	CYP11A1[Unknown]	substrate
Oxygen	HMDB0001377	25-Hydroxycholesterol + NADPH + Hydrogen Ion + Oxygen → 7-a,25-Dihydroxycholesterol + NADP + Water	CYP7B1[Unknown]	substrate
Oxygen	HMDB0001377	25-Hydroxycholesterol + NADPH + Oxygen → 7-a,25-Dihydroxycholesterol + NADP + Water	CYP7B1[Unknown]	substrate
Oxygen	HMDB0001377	27-Hydroxycholesterol + NADPH + Hydrogen Ion + Oxygen → 7-a,27-Dihydroxycholesterol + NADP + Water	CYP7A1[Unknown]; CYP7B1[Unknown]	substrate
Oxygen	HMDB0001377	27-Hydroxycholesterol + NADPH + Oxygen → 7-a,27-Dihydroxycholesterol + NADP + Water	CYP7B1[Unknown]	substrate
Oxygen	HMDB0001377	27-Hydroxycholesterol + Oxygen + NADPH + Hydrogen Ion → 3beta-Hydroxy-5-cholestenoic acid + NADP + Water	CYP27A1[Unknown]	substrate
Oxygen	HMDB0001377	3-Hydroxyanthranilic acid + Oxygen → 2-Amino-3-carboxymuconic acid semialdehyde	HAAO[Enzyme]	substrate
Oxygen	HMDB0001377	3-Hydroxyanthranilic acid + Oxygen → Cinnavalininate + Superoxide + Hydrogen peroxide + Hydrogen Ion	CAT[Unknown]	substrate
Oxygen	HMDB0001377	3-Hydroxykynurenamine + Oxygen → Quinoline-4,8-diol + Ammonia + Hydrogen peroxide	MAOB[Unknown]; MAOA[Unknown]	substrate
Oxygen	HMDB0001377	3-Methoxytyramine + Water + Oxygen → Homovanillin + Hydrogen peroxide + Ammonia	MAOB[Unknown]; MAOA[Unknown]	substrate
Oxygen	HMDB0001377	3-beta-Hydroxy-4-beta-methyl-5-alpha-cholest-7-ene-4-alpha-carbaldehyde + NAD(P)H + Oxygen → 3-beta-Hydroxy-4-beta-methyl-5-alpha-cholest-7-ene-4-alpha-carboxylate + NAD(P)(+) + Water	MSMO1[Unknown]	substrate
Oxygen	HMDB0001377	3a,7a,12a-Trihydroxy-5b-cholestan-26-al + NADPH + Oxygen + Hydrogen Ion → Coprocholic acid + NADP + Water	CYP27A1[Unknown]	substrate
Oxygen	HMDB0001377	3a,7a-Dihydroxy-5b-cholestan-26-al + NADPH + Oxygen + Hydrogen Ion → 17alpha,20alpha-Dihydroxypregn-4-en-3-one + NADP + Water	CYP27A1[Unknown]	substrate
Oxygen	HMDB0001377	3a,7a-Dihydroxy-5b-cholestane + NADPH + Oxygen → 3 alpha,7 alpha,26-Trihydroxy-5beta-cholestane + NADP + Water	CYP27A1[Unknown]	substrate
Oxygen	HMDB0001377	3beta-Hydroxy-5-cholestenoic acid + Oxygen + NADPH + Hydrogen Ion → 3beta,7alpha-Dihydroxy-5-cholestenoate + NADP + Water	CYP7B1[Unknown]	substrate
Oxygen	HMDB0001377	4,4-Dimethyl-5-alpha-cholest-7-en-3-beta-ol + NAD(P)H + Oxygen → 4-beta-Hydroxymethyl-4-alpha-methyl-5-alpha-cholest-7-en-3-beta-ol + NAD(P)(+) + Water	MSMO1[Unknown]	substrate
Oxygen	HMDB0001377	4,4-Dimethyl-5a-cholesta-8,24-dien-3-b-ol + NADH + Hydrogen Ion + Oxygen → 3-beta-Hydroxy-4-beta-methyl-5-alpha-cholest-7-ene-4-alpha-carboxylate + NAD + Water	MSMO1[Unknown]; C5orf4[Unknown]	substrate
